#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1899 Hoffenheim,TSG,9,6,1,2,24:14,10,19
2,Bayer Leverkusen,B04,9,6,0,3,22:11,11,18
3,Hamburger SV,HSV,9,5,2,2,15:15,0,17
4,VfB Stuttgart,VFB,9,5,1,3,15:10,5,16
5,Bayern München,FCB,9,4,3,2,20:15,5,15
6,Hertha BSC,BSC,9,4,3,2,11:10,1,15
7,FC Schalke 04,S04,9,3,5,1,12:8,4,14
8,Borussia Dortmund,BVB,9,3,5,1,17:15,2,14
9,VfL Wolfsburg,WOB,9,3,4,2,20:16,4,13
10,Werder Bremen,SVW,9,3,4,2,23:20,3,13
11,1. FC Köln,KOE,9,4,1,4,8:11,-3,13
12,Eintracht Frankfurt,SGE,9,2,3,4,10:14,-4,9
13,Karlsruher SC,KSC,9,3,0,6,8:13,-5,9
14,Hannover 96,H96,9,2,3,4,10:17,-7,9
15,VfL Bochum,BOC,9,1,4,4,12:15,-3,7
16,Arminia Bielefeld,DSC,9,1,4,4,10:16,-6,7
17,Bor. Mönchengladbach,BMG,9,2,1,6,9:17,-8,7
18,Energie Cottbus,FCE,9,1,2,6,5:14,-9,5
