#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,10,6,2,2,23:13,10,20
2,Bayern München,FCB,11,5,3,3,16:11,5,18
3,1. FC Köln,KOE,11,5,1,5,16:17,-1,16
4,Borussia Dortmund,BVB,10,4,3,3,13:15,-2,15
5,1899 Hoffenheim,TSG,10,4,2,4,25:21,4,14
6,Hertha BSC,BSC,10,4,2,4,12:16,-4,14
7,Hamburger SV,HSV,11,4,2,5,16:22,-6,14
8,VfB Stuttgart,VFB,10,3,3,4,17:19,-2,12
9,Eintracht Frankfurt,SGE,11,3,2,6,11:21,-10,11
10,FC Schalke 04,S04,11,2,4,5,13:14,-1,10
11,Energie Cottbus,FCE,11,2,4,5,8:17,-9,10
12,VfL Wolfsburg,WOB,11,1,5,5,15:20,-5,8
13,Arminia Bielefeld,DSC,11,1,5,5,7:18,-11,8
14,Werder Bremen,SVW,10,1,3,6,13:18,-5,6
15,VfL Bochum,BOC,10,0,5,5,7:17,-10,5
16,Bor. Mönchengladbach,BMG,10,1,2,7,8:20,-12,5
17,Karlsruher SC,KSC,11,1,1,9,8:23,-15,4
18,Hannover 96,H96,10,0,1,9,6:27,-21,1
