#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,8,4,4,24:17,7,28
2,Bayer Leverkusen,B04,16,8,2,6,28:21,7,26
3,VfB Stuttgart,VFB,16,7,4,5,28:27,1,25
4,Borussia Dortmund,BVB,16,7,4,5,25:25,0,25
5,Hertha BSC,BSC,16,7,3,6,19:23,-4,24
6,1899 Hoffenheim,TSG,16,5,5,6,30:29,1,20
7,FC Schalke 04,S04,16,5,4,7,21:20,1,19
8,1. FC Köln,KOE,16,6,1,9,20:25,-5,19
9,VfL Wolfsburg,WOB,16,4,5,7,24:28,-4,17
10,Hamburger SV,HSV,16,5,2,9,19:32,-13,17
11,Arminia Bielefeld,DSC,16,2,8,6,13:24,-11,14
12,Eintracht Frankfurt,SGE,16,3,5,8,13:29,-16,14
13,VfL Bochum,BOC,16,2,6,8,15:26,-11,12
14,Bor. Mönchengladbach,BMG,16,3,3,10,16:30,-14,12
15,Werder Bremen,SVW,16,2,5,9,20:23,-3,11
16,Energie Cottbus,FCE,16,2,5,9,11:28,-17,11
17,Hannover 96,H96,16,2,2,12,16:42,-26,8
18,Karlsruher SC,KSC,16,2,1,13,9:31,-22,7
