#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,6,4,3,19:11,8,22
2,Bayer Leverkusen,B04,12,6,2,4,23:15,8,20
3,1. FC Köln,KOE,13,6,1,6,18:18,0,19
4,Hertha BSC,BSC,12,5,2,5,15:19,-4,17
5,Hamburger SV,HSV,13,5,2,6,19:27,-8,17
6,1899 Hoffenheim,TSG,12,4,4,4,26:22,4,16
7,Borussia Dortmund,BVB,12,4,4,4,18:21,-3,16
8,VfB Stuttgart,VFB,12,4,3,5,19:23,-4,15
9,VfL Wolfsburg,WOB,13,3,5,5,21:21,0,14
10,FC Schalke 04,S04,13,3,4,6,18:19,-1,13
11,Eintracht Frankfurt,SGE,13,3,4,6,12:22,-10,13
12,Arminia Bielefeld,DSC,13,2,6,5,9:19,-10,12
13,Energie Cottbus,FCE,13,2,4,7,10:22,-12,10
14,VfL Bochum,BOC,12,1,6,5,9:18,-9,9
15,Bor. Mönchengladbach,BMG,12,2,2,8,13:24,-11,8
16,Werder Bremen,SVW,12,1,4,7,13:19,-6,7
17,Karlsruher SC,KSC,13,1,1,11,8:25,-17,4
18,Hannover 96,H96,12,0,2,10,9:34,-25,2
