#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,1,1,0,0,5:0,5,3
2,Bayern München,FCB,1,1,0,0,4:0,4,3
3,1. FC Union Berlin,FCU,1,1,0,0,4:1,3,3
4,VfL Wolfsburg,WOB,1,1,0,0,2:0,2,3
5,Bayer Leverkusen,B04,1,1,0,0,3:2,1,3
6,SC Freiburg,SCF,1,1,0,0,2:1,1,3
7,Borussia Dortmund,BVB,1,1,0,0,1:0,1,3
7,Eintracht Frankfurt,SGE,1,1,0,0,1:0,1,3
9,Bor. Mönchengladbach,BMG,1,0,1,0,4:4,0,1
9,FC Augsburg,FCA,1,0,1,0,4:4,0,1
11,RB Leipzig,RBL,1,0,0,1,2:3,-1,0
12,1899 Hoffenheim,TSG,1,0,0,1,1:2,-1,0
13,1. FC Köln,KOE,1,0,0,1,0:1,-1,0
13,SV Darmstadt 98,D98,1,0,0,1,0:1,-1,0
15,1. FC Heidenheim 1846,HDH,1,0,0,1,0:2,-2,0
16,1. FSV Mainz 05,M05,1,0,0,1,1:4,-3,0
17,Werder Bremen,SVW,1,0,0,1,0:4,-4,0
18,VfL Bochum,BOC,1,0,0,1,0:5,-5,0
