#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Union Berlin,FCU,2,2,0,0,8:2,6,6
2,Bayern München,FCB,2,2,0,0,7:1,6,6
3,Bayer Leverkusen,B04,2,2,0,0,6:2,4,6
4,VfL Wolfsburg,WOB,2,2,0,0,4:1,3,6
5,SC Freiburg,SCF,2,2,0,0,3:1,2,6
6,Borussia Dortmund,BVB,2,1,1,0,2:1,1,4
6,Eintracht Frankfurt,SGE,2,1,1,0,2:1,1,4
8,RB Leipzig,RBL,2,1,0,1,7:4,3,3
9,VfB Stuttgart,VFB,2,1,0,1,6:5,1,3
10,1899 Hoffenheim,TSG,2,1,0,1,4:4,0,3
11,FC Augsburg,FCA,2,0,1,1,5:7,-2,1
12,Bor. Mönchengladbach,BMG,2,0,1,1,4:7,-3,1
13,1. FSV Mainz 05,M05,2,0,1,1,2:5,-3,1
14,VfL Bochum,BOC,2,0,1,1,1:6,-5,1
15,1. FC Köln,KOE,2,0,0,2,1:3,-2,0
16,1. FC Heidenheim 1846,HDH,2,0,0,2,2:5,-3,0
17,SV Darmstadt 98,D98,2,0,0,2,1:5,-4,0
18,Werder Bremen,SVW,2,0,0,2,0:5,-5,0
