#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,10,5,3,2,17:15,2,18
2,FC Schalke 04,S04,10,4,2,4,20:13,7,14
3,1. FC Kaiserslautern,FCK,9,4,1,4,14:15,-1,13
4,Bayern München,FCB,9,3,3,3,13:10,3,12
5,Bayer Leverkusen,B04,10,3,3,4,13:17,-4,12
6,Hertha BSC,BSC,9,4,0,5,13:18,-5,12
7,TSV 1860 München,M60,10,2,4,4,12:19,-7,10
8,SC Freiburg,SCF,10,2,4,4,8:16,-8,10
9,VfL Wolfsburg,WOB,9,2,3,4,11:13,-2,9
10,FC Hansa Rostock,ROS,10,3,0,7,8:18,-10,9
11,1. FC Köln,KOE,9,2,2,5,12:18,-6,8
12,Werder Bremen,SVW,10,1,3,6,9:20,-11,6
13,Hamburger SV,HSV,10,1,2,7,17:24,-7,5
14,SpVgg Unterhaching,UNT,9,1,2,6,7:19,-12,5
15,VfL Bochum,BOC,9,1,1,7,5:21,-16,4
16,Eintracht Frankfurt,SGE,10,1,1,8,6:23,-17,4
17,Energie Cottbus,FCE,9,0,2,7,7:21,-14,2
18,VfB Stuttgart,VFB,9,0,1,8,6:21,-15,1
