#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,11,5,3,3,17:16,1,18
2,Hertha BSC,BSC,11,6,0,5,17:19,-2,18
3,1. FC Kaiserslautern,FCK,11,5,1,5,16:21,-5,16
4,SC Freiburg,SCF,12,4,4,4,11:16,-5,16
5,Bayern München,FCB,11,4,3,4,16:12,4,15
6,Bayer Leverkusen,B04,12,4,3,5,16:20,-4,15
7,FC Schalke 04,S04,12,4,2,6,22:19,3,14
8,VfL Wolfsburg,WOB,10,3,3,4,14:14,0,12
9,TSV 1860 München,M60,11,2,4,5,12:21,-9,10
10,FC Hansa Rostock,ROS,11,3,1,7,8:18,-10,10
11,1. FC Köln,KOE,10,2,2,6,13:22,-9,8
12,Eintracht Frankfurt,SGE,12,2,2,8,10:25,-15,8
13,Werder Bremen,SVW,11,1,4,6,9:20,-11,7
14,Hamburger SV,HSV,12,1,2,9,20:31,-11,5
15,SpVgg Unterhaching,UNT,10,1,2,7,7:23,-16,5
16,VfL Bochum,BOC,11,1,2,8,5:24,-19,5
17,Energie Cottbus,FCE,10,0,2,8,7:22,-15,2
18,VfB Stuttgart,VFB,10,0,1,9,6:22,-16,1
