#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,10,1,3,34:16,18,31
2,Borussia Dortmund,BVB,13,7,4,2,21:12,9,25
3,RB Leipzig,RBL,13,7,2,4,19:12,7,23
4,VfL Wolfsburg,WOB,14,7,2,5,22:21,1,23
5,Eintracht Frankfurt,SGE,13,6,4,3,23:14,9,22
6,Bayer Leverkusen,B04,14,6,2,6,27:25,2,20
7,Werder Bremen,SVW,13,5,4,4,20:17,3,19
8,Bor. Mönchengladbach,BMG,14,5,4,5,19:19,0,19
9,1899 Hoffenheim,TSG,13,4,6,3,29:24,5,18
10,Hertha BSC,BSC,14,4,3,7,19:25,-6,15
11,FC Schalke 04,S04,14,3,4,7,15:23,-8,13
12,Fortuna Düsseldorf,F95,13,3,4,6,16:29,-13,13
13,SC Freiburg,SCF,13,2,5,6,12:22,-10,11
14,1. FSV Mainz 05,M05,14,3,2,9,12:32,-20,11
15,FC Augsburg,FCA,14,2,3,9,13:29,-16,9
16,VfB Stuttgart,VFB,14,1,2,11,9:34,-25,5
17,Hannover 96,H96,13,0,4,9,13:37,-24,4
18,1. FC Nürnberg,FCN,13,0,2,11,8:36,-28,2
