#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,6,6,0,0,19:8,11,18
2,Bayern München,FCB,5,4,0,1,20:4,16,12
3,RB Leipzig,RBL,5,4,0,1,18:5,13,12
4,SC Freiburg,SCF,5,3,2,0,10:4,6,11
5,1. FC Köln,KOE,5,3,2,0,11:6,5,11
6,Bor. Mönchengladbach,BMG,5,3,2,0,8:4,4,11
7,1. FC Union Berlin,FCU,6,3,2,1,8:7,1,11
8,1899 Hoffenheim,TSG,5,3,1,1,12:5,7,10
9,1. FSV Mainz 05,M05,5,3,1,1,9:3,6,10
10,VfB Stuttgart,VFB,5,2,1,2,12:9,3,7
11,VfL Bochum,BOC,4,2,1,1,5:3,2,7
12,VfL Wolfsburg,WOB,5,2,1,2,4:6,-2,7
13,FC Augsburg,FCA,5,2,1,2,7:10,-3,7
14,Hertha BSC,BSC,4,2,0,2,5:5,0,6
15,Bayer Leverkusen,B04,5,2,0,3,9:11,-2,6
16,Eintracht Frankfurt,SGE,5,0,4,1,4:5,-1,4
17,Arminia Bielefeld,DSC,6,0,3,3,3:10,-7,3
18,SpVgg Greuther Fürth,SGF,4,0,1,3,2:7,-5,1
