#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,8,7,0,1,23:12,11,21
2,Bayern München,FCB,7,6,0,1,23:5,18,18
3,1. FC Union Berlin,FCU,8,5,2,1,12:8,4,17
4,1899 Hoffenheim,TSG,7,5,1,1,17:7,10,16
5,RB Leipzig,RBL,7,5,0,2,21:9,12,15
6,1. FSV Mainz 05,M05,8,4,3,1,14:5,9,15
7,1. FC Köln,KOE,7,4,3,0,17:9,8,15
8,Bor. Mönchengladbach,BMG,7,4,2,1,12:10,2,14
9,VfL Bochum,BOC,6,4,1,1,9:4,5,13
10,Bayer Leverkusen,B04,7,4,0,3,17:12,5,12
11,SC Freiburg,SCF,6,3,2,1,10:6,4,11
12,VfB Stuttgart,VFB,8,3,2,3,16:13,3,11
13,FC Augsburg,FCA,7,3,1,3,11:14,-3,10
14,VfL Wolfsburg,WOB,7,3,1,3,6:9,-3,10
15,Hertha BSC,BSC,6,2,2,2,7:7,0,8
16,Eintracht Frankfurt,SGE,6,1,4,1,6:6,0,7
17,Arminia Bielefeld,DSC,8,0,5,3,6:13,-7,5
18,SpVgg Greuther Fürth,SGF,6,0,1,5,6:15,-9,1
