#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,13,2,2,48:15,33,41
2,Borussia Dortmund,BVB,16,12,0,4,50:27,23,36
3,RB Leipzig,RBL,17,11,2,4,43:17,26,35
4,1. FSV Mainz 05,M05,16,10,4,2,31:9,22,34
5,1. FC Union Berlin,FCU,16,9,5,2,22:15,7,32
6,1. FC Köln,KOE,17,9,4,4,27:21,6,31
7,Bayer Leverkusen,B04,16,9,2,5,37:22,15,29
8,SC Freiburg,SCF,17,8,5,4,32:25,7,29
9,1899 Hoffenheim,TSG,17,8,4,5,34:24,10,28
10,VfL Bochum,BOC,17,8,4,5,21:17,4,28
11,Bor. Mönchengladbach,BMG,16,7,4,5,28:26,2,25
12,VfL Wolfsburg,WOB,16,7,2,7,23:19,4,23
13,FC Augsburg,FCA,16,6,4,6,23:25,-2,22
14,Hertha BSC,BSC,17,6,3,8,24:33,-9,21
15,Eintracht Frankfurt,SGE,17,4,7,6,20:22,-2,19
16,VfB Stuttgart,VFB,16,5,4,7,26:31,-5,19
17,Arminia Bielefeld,DSC,16,2,9,5,14:22,-8,15
18,SpVgg Greuther Fürth,SGF,17,3,5,9,15:33,-18,14
