#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,4,4,0,0,14:7,7,12
2,1. FC Köln,KOE,4,3,1,0,9:4,5,10
3,Bayern München,FCB,4,3,0,1,16:4,12,9
4,RB Leipzig,RBL,4,3,0,1,14:4,10,9
5,1. FC Union Berlin,FCU,4,2,2,0,4:2,2,8
6,SC Freiburg,SCF,3,2,1,0,6:2,4,7
7,1. FSV Mainz 05,M05,4,2,1,1,5:2,3,7
7,Bor. Mönchengladbach,BMG,3,2,1,0,5:2,3,7
9,VfL Wolfsburg,WOB,4,2,1,1,4:4,0,7
10,Bayer Leverkusen,B04,3,2,0,1,8:4,4,6
11,VfB Stuttgart,VFB,4,2,0,2,11:8,3,6
12,1899 Hoffenheim,TSG,3,1,1,1,5:5,0,4
13,VfL Bochum,BOC,3,1,1,1,3:3,0,4
14,Eintracht Frankfurt,SGE,3,0,3,0,2:2,0,3
15,Hertha BSC,BSC,3,1,0,2,4:5,-1,3
16,Arminia Bielefeld,DSC,4,0,3,1,1:5,-4,3
17,FC Augsburg,FCA,3,1,0,2,2:8,-6,3
18,SpVgg Greuther Fürth,SGF,3,0,1,2,2:6,-4,1
