#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,9,8,0,1,26:12,14,24
2,Bayern München,FCB,8,7,0,1,25:6,19,21
3,RB Leipzig,RBL,8,6,0,2,25:10,15,18
4,1. FSV Mainz 05,M05,9,5,3,1,18:5,13,18
5,1. FC Union Berlin,FCU,9,5,3,1,12:8,4,18
6,1899 Hoffenheim,TSG,7,5,1,1,17:7,10,16
7,1. FC Köln,KOE,8,4,3,1,17:11,6,15
8,VfL Bochum,BOC,7,4,2,1,10:5,5,14
9,Bor. Mönchengladbach,BMG,8,4,2,2,14:13,1,14
10,Bayer Leverkusen,B04,8,4,1,3,19:14,5,13
11,SC Freiburg,SCF,7,3,2,2,11:8,3,11
12,Hertha BSC,BSC,7,3,2,2,9:7,2,11
13,VfB Stuttgart,VFB,9,3,2,4,16:18,-2,11
14,FC Augsburg,FCA,8,3,2,3,12:15,-3,11
15,Eintracht Frankfurt,SGE,7,2,4,1,11:8,3,10
16,VfL Wolfsburg,WOB,9,3,1,5,8:14,-6,10
17,Arminia Bielefeld,DSC,9,1,5,3,8:13,-5,8
18,SpVgg Greuther Fürth,SGF,7,1,1,5,7:15,-8,4
