#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,13,11,0,2,40:18,22,33
2,Bayern München,FCB,13,10,1,2,38:12,26,31
3,RB Leipzig,RBL,13,9,1,3,35:15,20,28
4,1. FSV Mainz 05,M05,13,8,3,2,24:8,16,27
5,1899 Hoffenheim,TSG,13,8,3,2,28:14,14,27
6,SC Freiburg,SCF,13,7,4,2,24:14,10,25
7,1. FC Union Berlin,FCU,13,7,4,2,18:14,4,25
8,VfL Bochum,BOC,13,7,3,3,19:12,7,24
9,1. FC Köln,KOE,13,7,3,3,20:16,4,24
10,Bayer Leverkusen,B04,13,7,2,4,33:20,13,23
11,Bor. Mönchengladbach,BMG,13,6,3,4,23:21,2,21
12,FC Augsburg,FCA,13,5,4,4,19:20,-1,19
13,VfL Wolfsburg,WOB,13,5,2,6,14:17,-3,17
14,Eintracht Frankfurt,SGE,13,4,4,5,16:17,-1,16
15,VfB Stuttgart,VFB,13,4,3,6,22:26,-4,15
16,Hertha BSC,BSC,13,4,3,6,17:27,-10,15
17,Arminia Bielefeld,DSC,13,2,7,4,12:17,-5,13
18,SpVgg Greuther Fürth,SGF,13,3,4,6,13:24,-11,13
