#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,7,4,4,21:16,5,25
2,Bayer Leverkusen,B04,14,7,2,5,26:17,9,23
3,Borussia Dortmund,BVB,14,6,4,4,23:22,1,22
4,VfB Stuttgart,VFB,14,6,3,5,24:24,0,21
5,1. FC Köln,KOE,14,6,1,7,19:21,-2,19
6,1899 Hoffenheim,TSG,14,4,5,5,28:25,3,17
7,VfL Wolfsburg,WOB,14,4,5,5,23:22,1,17
8,Hertha BSC,BSC,13,5,2,6,15:21,-6,17
9,Hamburger SV,HSV,14,5,2,7,19:28,-9,17
10,FC Schalke 04,S04,14,4,4,6,20:19,1,16
11,Eintracht Frankfurt,SGE,14,3,4,7,12:26,-14,13
12,VfL Bochum,BOC,13,2,6,5,12:18,-6,12
13,Arminia Bielefeld,DSC,14,2,6,6,10:21,-11,12
14,Energie Cottbus,FCE,15,2,4,9,11:28,-17,10
15,Bor. Mönchengladbach,BMG,14,2,3,9,14:28,-14,9
16,Werder Bremen,SVW,14,1,5,8,15:22,-7,8
17,Karlsruher SC,KSC,14,1,1,12,8:27,-19,4
18,Hannover 96,H96,14,0,2,12,11:40,-29,2
