#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,5,4,0,1,11:5,6,12
2,Bayern München,FCB,5,3,1,1,7:3,4,10
3,Borussia Dortmund,BVB,5,3,1,1,9:9,0,10
4,Hertha BSC,BSC,6,3,1,2,7:10,-3,10
5,1899 Hoffenheim,TSG,5,3,0,2,17:13,4,9
6,FC Schalke 04,S04,6,2,3,1,10:6,4,9
7,1. FC Köln,KOE,6,3,0,3,8:8,0,9
8,Eintracht Frankfurt,SGE,6,2,2,2,9:9,0,8
9,Hamburger SV,HSV,6,2,1,3,8:14,-6,7
10,Werder Bremen,SVW,5,1,2,2,11:12,-1,5
11,Energie Cottbus,FCE,5,1,2,2,2:5,-3,5
12,VfB Stuttgart,VFB,5,1,1,3,4:8,-4,4
13,VfL Bochum,BOC,6,0,3,3,5:9,-4,3
14,VfL Wolfsburg,WOB,6,0,3,3,9:14,-5,3
15,Karlsruher SC,KSC,6,1,0,5,6:13,-7,3
16,Arminia Bielefeld,DSC,6,0,3,3,4:11,-7,3
17,Bor. Mönchengladbach,BMG,5,0,1,4,3:12,-9,1
18,Hannover 96,H96,5,0,1,4,1:13,-12,1
