#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,3,2,0,1,7:5,2,6
2,Hertha BSC,BSC,3,2,0,1,4:4,0,6
3,Borussia Dortmund,BVB,3,2,0,1,5:6,-1,6
4,Werder Bremen,SVW,3,1,1,1,9:7,2,4
5,Bayern München,FCB,3,1,1,1,4:2,2,4
6,Hamburger SV,HSV,3,1,1,1,6:7,-1,4
7,VfB Stuttgart,VFB,3,1,1,1,3:4,-1,4
8,Energie Cottbus,FCE,3,1,1,1,1:3,-2,4
9,1899 Hoffenheim,TSG,3,1,0,2,9:10,-1,3
10,1. FC Köln,KOE,3,1,0,2,3:4,-1,3
11,VfL Wolfsburg,WOB,3,0,2,1,5:6,-1,2
12,FC Schalke 04,S04,3,0,2,1,4:5,-1,2
13,Eintracht Frankfurt,SGE,3,0,2,1,3:4,-1,2
14,Arminia Bielefeld,DSC,3,0,2,1,2:4,-2,2
15,VfL Bochum,BOC,3,0,1,2,1:3,-2,1
16,Karlsruher SC,KSC,3,0,0,3,3:7,-4,0
17,Bor. Mönchengladbach,BMG,3,0,0,3,1:7,-6,0
18,Hannover 96,H96,3,0,0,3,0:9,-9,0
