#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,4,1,2,8:6,2,13
2,VfB Stuttgart,VFB,7,4,1,2,7:6,1,13
3,Borussia Dortmund,BVB,7,3,2,2,8:4,4,11
4,FC Schalke 04,S04,7,3,2,2,10:7,3,11
5,Bayer Leverkusen,B04,7,2,4,1,6:6,0,10
6,1. FC Kaiserslautern,FCK,7,3,1,3,8:14,-6,10
7,Werder Bremen,SVW,7,2,3,2,16:11,5,9
8,Hamburger SV,HSV,7,2,3,2,11:11,0,9
9,TSV 1860 München,M60,7,2,2,3,8:11,-3,8
10,Hertha BSC,BSC,7,1,3,3,8:17,-9,6
11,VfL Wolfsburg,WOB,7,0,5,2,7:13,-6,5
12,Eintracht Frankfurt,SGE,7,1,1,5,6:13,-7,4
13,Arminia Bielefeld,DSC,7,1,1,5,4:17,-13,4
14,SC Freiburg,SCF,7,0,3,4,6:15,-9,3
15,MSV Duisburg,MSV,7,0,2,5,7:16,-9,2
16,SSV Ulm 1846,ULM,7,0,2,5,5:17,-12,2
17,FC Hansa Rostock,ROS,7,0,2,5,6:20,-14,2
18,SpVgg Unterhaching,UNT,7,0,1,6,4:13,-9,1
