#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hamburger SV,HSV,2,1,1,0,5:3,2,4
2,Arminia Bielefeld,DSC,2,1,1,0,3:1,2,4
3,Bayer Leverkusen,B04,2,1,1,0,2:1,1,4
4,FC Schalke 04,S04,2,1,0,1,3:3,0,3
5,Borussia Dortmund,BVB,2,1,0,1,1:1,0,3
6,Eintracht Frankfurt,SGE,2,1,0,1,3:4,-1,3
7,Bayern München,FCB,2,1,0,1,2:3,-1,3
8,SC Freiburg,SCF,2,0,2,0,2:2,0,2
9,Werder Bremen,SVW,2,0,2,0,1:1,0,2
10,VfL Wolfsburg,WOB,2,0,1,1,1:2,-1,1
11,MSV Duisburg,MSV,2,0,1,1,2:4,-2,1
12,Hertha BSC,BSC,2,0,1,1,2:6,-4,1
13,SSV Ulm 1846,ULM,2,0,0,2,2:6,-4,0
14,TSV 1860 München,M60,2,0,0,2,1:5,-4,0
15,SpVgg Unterhaching,UNT,2,0,0,2,0:4,-4,0
16,FC Hansa Rostock,ROS,2,0,0,2,2:7,-5,0
17,VfB Stuttgart,VFB,2,0,0,2,0:5,-5,0
18,1. FC Kaiserslautern,FCK,2,0,0,2,2:9,-7,0
