#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,9,6,1,2,13:6,7,19
2,VfB Stuttgart,VFB,9,5,2,2,10:8,2,17
3,Bayer Leverkusen,B04,8,3,4,1,8:7,1,13
4,Werder Bremen,SVW,8,3,3,2,17:11,6,12
5,Borussia Dortmund,BVB,8,3,3,2,8:4,4,12
6,FC Schalke 04,S04,9,3,3,3,13:11,2,12
7,Hamburger SV,HSV,9,2,5,2,14:14,0,11
8,1. FC Kaiserslautern,FCK,9,3,1,5,10:19,-9,10
9,TSV 1860 München,M60,8,2,3,3,9:12,-3,9
10,Hertha BSC,BSC,9,2,3,4,9:21,-12,9
11,VfL Wolfsburg,WOB,8,0,6,2,8:14,-6,6
12,SC Freiburg,SCF,8,1,3,4,8:15,-7,6
13,SSV Ulm 1846,ULM,8,1,2,5,7:18,-11,5
14,MSV Duisburg,MSV,9,1,2,6,9:22,-13,5
15,Eintracht Frankfurt,SGE,9,1,1,7,6:17,-11,4
16,Arminia Bielefeld,DSC,8,1,1,6,5:19,-14,4
17,SpVgg Unterhaching,UNT,9,0,2,7,7:17,-10,2
18,FC Hansa Rostock,ROS,8,0,2,6,7:23,-16,2
