#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hamburger SV,HSV,2,1,1,0,5:3,2,4
2,Arminia Bielefeld,DSC,2,1,1,0,3:1,2,4
3,Bayer Leverkusen,B04,2,1,1,0,2:1,1,4
4,Eintracht Frankfurt,SGE,1,1,0,0,3:2,1,3
5,FC Schalke 04,S04,1,1,0,0,1:0,1,3
6,Borussia Dortmund,BVB,2,1,0,1,1:1,0,3
7,Werder Bremen,SVW,2,0,2,0,1:1,0,2
8,Hertha BSC,BSC,1,0,1,0,1:1,0,1
8,SC Freiburg,SCF,1,0,1,0,1:1,0,1
10,MSV Duisburg,MSV,2,0,1,1,2:4,-2,1
11,VfL Wolfsburg,WOB,1,0,0,1,1:2,-1,0
12,1. FC Kaiserslautern,FCK,1,0,0,1,2:4,-2,0
13,Bayern München,FCB,1,0,0,1,0:2,-2,0
14,SSV Ulm 1846,ULM,1,0,0,1,1:4,-3,0
15,VfB Stuttgart,VFB,1,0,0,1,0:3,-3,0
16,TSV 1860 München,M60,2,0,0,2,1:5,-4,0
17,SpVgg Unterhaching,UNT,2,0,0,2,0:4,-4,0
18,FC Hansa Rostock,ROS,2,0,0,2,2:7,-5,0
