#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,15,11,3,1,38:17,21,36
2,Borussia Dortmund,BVB,15,11,1,3,26:9,17,34
3,Bayern München,FCB,15,10,2,3,31:7,24,32
4,1. FC Kaiserslautern,FCK,15,10,1,4,33:20,13,31
5,Werder Bremen,SVW,15,9,2,4,24:16,8,29
6,Hertha BSC,BSC,15,8,3,4,25:19,6,27
7,FC Schalke 04,S04,15,7,4,4,19:17,2,25
8,VfB Stuttgart,VFB,15,6,5,4,18:15,3,23
9,TSV 1860 München,M60,15,6,2,7,20:27,-7,20
10,VfL Wolfsburg,WOB,15,5,3,7,23:21,2,18
11,Hamburger SV,HSV,15,4,4,7,19:25,-6,16
12,SC Freiburg,SCF,15,4,4,7,19:26,-7,16
13,Bor. Mönchengladbach,BMG,15,3,6,6,17:22,-5,15
14,FC Hansa Rostock,ROS,15,3,4,8,13:22,-9,13
15,Energie Cottbus,FCE,15,3,4,8,13:26,-13,13
16,1. FC Köln,KOE,15,3,2,10,11:28,-17,11
17,1. FC Nürnberg,FCN,15,3,2,10,10:27,-17,11
18,FC St. Pauli,STP,15,1,4,10,16:31,-15,7
