#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,17,12,3,2,43:21,22,39
2,Borussia Dortmund,BVB,17,12,2,3,28:10,18,38
3,1. FC Kaiserslautern,FCK,17,11,2,4,37:22,15,35
4,Bayern München,FCB,17,10,3,4,34:11,23,33
5,Werder Bremen,SVW,17,10,3,4,28:17,11,33
6,Hertha BSC,BSC,17,9,4,4,27:20,7,31
7,FC Schalke 04,S04,17,7,5,5,20:20,0,26
8,VfB Stuttgart,VFB,17,6,6,5,20:18,2,24
9,TSV 1860 München,M60,17,7,3,7,23:29,-6,24
10,VfL Wolfsburg,WOB,17,6,4,7,29:25,4,22
11,FC Hansa Rostock,ROS,17,5,4,8,16:22,-6,19
12,SC Freiburg,SCF,17,4,6,7,20:27,-7,18
13,Hamburger SV,HSV,17,4,5,8,20:27,-7,17
14,Bor. Mönchengladbach,BMG,17,3,7,7,19:26,-7,16
15,Energie Cottbus,FCE,17,3,5,9,13:28,-15,14
16,1. FC Köln,KOE,17,3,4,10,11:28,-17,13
17,1. FC Nürnberg,FCN,17,3,3,11,12:31,-19,12
18,FC St. Pauli,STP,17,1,5,11,16:34,-18,8
