#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,20,13,4,3,34:14,20,43
2,Bayer Leverkusen,B04,20,13,3,4,46:26,20,42
3,1. FC Kaiserslautern,FCK,20,13,2,5,41:25,16,41
4,Bayern München,FCB,20,11,4,5,37:16,21,37
5,Werder Bremen,SVW,20,11,3,6,33:23,10,36
6,FC Schalke 04,S04,20,10,5,5,30:22,8,35
7,Hertha BSC,BSC,20,9,6,5,31:26,5,33
8,VfB Stuttgart,VFB,20,8,7,5,25:19,6,31
9,TSV 1860 München,M60,20,9,3,8,30:32,-2,30
10,VfL Wolfsburg,WOB,20,7,5,8,34:30,4,26
11,Hamburger SV,HSV,20,6,5,9,27:33,-6,23
12,SC Freiburg,SCF,20,5,7,8,25:31,-6,22
13,FC Hansa Rostock,ROS,20,6,4,10,18:27,-9,22
14,Bor. Mönchengladbach,BMG,20,3,8,9,19:30,-11,17
15,Energie Cottbus,FCE,20,4,5,11,17:36,-19,17
16,1. FC Nürnberg,FCN,20,4,4,12,16:35,-19,16
17,1. FC Köln,KOE,20,3,5,12,11:32,-21,14
18,FC St. Pauli,STP,20,2,6,12,21:38,-17,12
