#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hamburger SV,HSV,5,4,1,0,11:3,8,13
2,Werder Bremen,SVW,5,3,1,1,10:3,7,10
3,Bayer Leverkusen,B04,4,3,1,0,7:1,6,10
4,1. FSV Mainz 05,M05,4,3,1,0,8:5,3,10
5,VfL Wolfsburg,WOB,5,3,0,2,12:10,2,9
6,1899 Hoffenheim,TSG,4,2,2,0,9:2,7,8
7,Bayern München,FCB,4,2,2,0,6:2,4,8
8,Borussia Dortmund,BVB,5,2,1,2,5:7,-2,7
9,FC Schalke 04,S04,4,2,0,2,6:3,3,6
10,Bor. Mönchengladbach,BMG,4,2,0,2,6:6,0,6
11,1. FC Nürnberg,FCN,5,2,0,3,5:5,0,6
12,Eintracht Frankfurt,SGE,5,1,3,1,5:7,-2,6
13,Hannover 96,H96,4,1,2,1,7:5,2,5
14,VfL Bochum,BOC,4,1,2,1,7:7,0,5
15,VfB Stuttgart,VFB,5,1,1,3,5:8,-3,4
16,1. FC Köln,KOE,5,1,1,3,3:6,-3,4
17,SC Freiburg,SCF,5,1,1,3,5:10,-5,4
18,Hertha BSC,BSC,4,1,0,3,4:10,-6,3
