#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,10,4,0,28:10,18,34
2,Bayer Leverkusen,B04,13,10,3,0,32:10,22,33
3,FC Schalke 04,S04,14,10,2,2,25:10,15,32
4,Borussia Dortmund,BVB,14,9,2,3,25:11,14,29
5,1. FSV Mainz 05,M05,13,8,4,1,18:9,9,28
6,Hamburger SV,HSV,14,7,5,2,21:11,10,26
7,VfB Stuttgart,VFB,14,6,4,4,22:17,5,22
8,Eintracht Frankfurt,SGE,14,6,4,4,19:20,-1,22
9,Bor. Mönchengladbach,BMG,13,6,3,4,20:20,0,21
10,Werder Bremen,SVW,13,5,5,3,24:18,6,20
11,VfL Wolfsburg,WOB,14,5,2,7,30:34,-4,17
12,1899 Hoffenheim,TSG,13,4,4,5,19:15,4,16
13,1. FC Nürnberg,FCN,13,3,4,6,13:18,-5,13
14,Hannover 96,H96,14,3,4,7,16:26,-10,13
15,VfL Bochum,BOC,13,2,6,5,16:26,-10,12
16,1. FC Köln,KOE,14,2,5,7,14:24,-10,11
17,SC Freiburg,SCF,13,2,3,8,7:23,-16,9
18,Hertha BSC,BSC,13,1,5,7,9:21,-12,8
