#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,9,4,0,26:9,17,31
2,Bayer Leverkusen,B04,12,9,3,0,28:8,20,30
3,FC Schalke 04,S04,13,9,2,2,23:9,14,29
4,Borussia Dortmund,BVB,13,8,2,3,22:11,11,26
5,Hamburger SV,HSV,13,7,4,2,19:9,10,25
6,1. FSV Mainz 05,M05,12,7,4,1,17:9,8,25
7,Bor. Mönchengladbach,BMG,12,6,3,3,20:16,4,21
8,VfB Stuttgart,VFB,13,5,4,4,20:17,3,19
9,Eintracht Frankfurt,SGE,13,5,4,4,17:19,-2,19
10,Werder Bremen,SVW,12,4,5,3,21:16,5,17
11,VfL Wolfsburg,WOB,13,5,2,6,29:29,0,17
12,1899 Hoffenheim,TSG,12,4,4,4,19:14,5,16
13,1. FC Nürnberg,FCN,12,3,3,6,13:18,-5,12
14,VfL Bochum,BOC,12,2,6,4,15:22,-7,12
15,1. FC Köln,KOE,13,2,4,7,13:23,-10,10
16,Hannover 96,H96,13,2,4,7,14:25,-11,10
17,Hertha BSC,BSC,12,1,5,6,8:19,-11,8
18,SC Freiburg,SCF,12,1,3,8,6:23,-17,6
