#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,12,4,1,39:13,26,40
2,Bayer Leverkusen,B04,17,11,5,1,37:14,23,38
3,FC Schalke 04,S04,17,11,2,4,29:15,14,35
4,Borussia Dortmund,BVB,17,10,4,3,29:14,15,34
5,1. FSV Mainz 05,M05,17,9,6,2,22:14,8,33
6,Werder Bremen,SVW,17,8,6,3,34:21,13,30
7,Hamburger SV,HSV,17,8,6,3,25:12,13,30
8,VfB Stuttgart,VFB,17,8,5,4,28:21,7,29
9,Bor. Mönchengladbach,BMG,17,8,5,4,25:22,3,29
10,Eintracht Frankfurt,SGE,17,7,5,5,25:26,-1,26
11,VfL Wolfsburg,WOB,17,7,2,8,39:39,0,23
12,1899 Hoffenheim,TSG,17,5,6,6,26:20,6,21
13,1. FC Nürnberg,FCN,17,5,4,8,18:23,-5,19
14,Hannover 96,H96,17,5,4,8,27:33,-6,19
15,SC Freiburg,SCF,17,5,4,8,14:26,-12,19
16,1. FC Köln,KOE,17,3,6,8,18:29,-11,15
17,VfL Bochum,BOC,17,2,6,9,18:35,-17,12
18,Hertha BSC,BSC,17,1,6,10,10:26,-16,9
