#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,8,6,2,0,19:4,15,20
2,Bayern München,FCB,9,5,4,0,17:8,9,19
3,1. FSV Mainz 05,M05,8,5,3,0,14:7,7,18
4,FC Schalke 04,S04,9,5,2,2,16:8,8,17
5,Hamburger SV,HSV,9,5,2,2,15:8,7,17
6,Borussia Dortmund,BVB,9,5,2,2,12:7,5,17
7,Bor. Mönchengladbach,BMG,8,4,2,2,12:9,3,14
8,Eintracht Frankfurt,SGE,9,3,4,2,12:12,0,13
9,1899 Hoffenheim,TSG,8,3,3,2,15:7,8,12
10,Werder Bremen,SVW,8,3,3,2,13:8,5,12
11,VfL Wolfsburg,WOB,9,3,2,4,20:21,-1,11
12,Hannover 96,H96,9,2,4,3,12:13,-1,10
13,VfB Stuttgart,VFB,9,2,4,3,10:11,-1,10
14,1. FC Köln,KOE,9,2,2,5,6:11,-5,8
15,1. FC Nürnberg,FCN,8,2,1,5,7:12,-5,7
16,VfL Bochum,BOC,8,1,3,4,10:18,-8,6
17,Hertha BSC,BSC,8,1,2,5,7:16,-9,5
18,SC Freiburg,SCF,8,1,2,5,5:17,-12,5
