#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,15,10,4,1,33:13,20,34
2,Bayern München,FCB,15,10,4,1,29:12,17,34
3,Borussia Dortmund,BVB,15,10,2,3,27:12,15,32
4,FC Schalke 04,S04,15,10,2,3,26:12,14,32
5,1. FSV Mainz 05,M05,15,9,4,2,19:11,8,31
6,Hamburger SV,HSV,15,7,6,2,21:11,10,27
7,Bor. Mönchengladbach,BMG,15,8,3,4,23:20,3,27
8,Werder Bremen,SVW,15,7,5,3,32:20,12,26
9,VfB Stuttgart,VFB,15,7,4,4,24:18,6,25
10,Eintracht Frankfurt,SGE,15,7,4,4,22:22,0,25
11,VfL Wolfsburg,WOB,15,6,2,7,34:34,0,20
12,1899 Hoffenheim,TSG,15,4,5,6,20:18,2,17
13,1. FC Nürnberg,FCN,15,4,4,7,15:20,-5,16
14,Hannover 96,H96,16,4,4,8,21:32,-11,16
15,VfL Bochum,BOC,15,2,6,7,18:30,-12,12
16,1. FC Köln,KOE,15,2,5,8,14:27,-13,11
17,SC Freiburg,SCF,14,2,4,8,8:24,-16,10
18,Hertha BSC,BSC,15,1,6,8,9:22,-13,9
