#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,8,2,1,19:7,12,26
2,Borussia Dortmund,BVB,12,7,2,3,23:16,7,23
3,SV Darmstadt 98,D98,11,5,2,4,15:15,0,17
4,Bayer Leverkusen,B04,11,5,2,4,13:13,0,17
5,FC Augsburg,FCA,11,4,3,4,14:15,-1,15
6,Hamburger SV,HSV,11,4,3,4,12:15,-3,15
7,1. FSV Mainz 05,M05,11,4,2,5,15:16,-1,14
7,Hertha BSC,BSC,11,4,2,5,15:16,-1,14
9,Werder Bremen,SVW,12,4,2,6,16:24,-8,14
10,FC Schalke 04,S04,10,4,1,5,13:14,-1,13
11,1. FC Köln,KOE,11,3,4,4,13:18,-5,13
12,VfB Stuttgart,VFB,11,3,3,5,20:24,-4,12
13,FC Ingolstadt 04,FCI,11,3,3,5,5:13,-8,12
14,Bor. Mönchengladbach,BMG,10,3,1,6,18:22,-4,10
15,Eintracht Frankfurt,SGE,11,2,3,6,10:17,-7,9
16,Hannover 96,H96,11,2,2,7,8:19,-11,8
17,1899 Hoffenheim,TSG,11,1,4,6,9:16,-7,7
18,VfL Wolfsburg,WOB,11,1,4,6,7:20,-13,7
