#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,5,4,1,0,9:1,8,13
2,Borussia Dortmund,BVB,6,4,1,1,15:9,6,13
3,FC Ingolstadt 04,FCI,7,3,3,1,5:3,2,12
4,Werder Bremen,SVW,6,3,1,2,10:7,3,10
5,Hertha BSC,BSC,7,3,1,3,8:9,-1,10
6,Hamburger SV,HSV,7,3,1,3,7:11,-4,10
7,Bor. Mönchengladbach,BMG,6,3,0,3,13:10,3,9
8,FC Schalke 04,S04,6,3,0,3,8:9,-1,9
9,1. FC Köln,KOE,6,3,0,3,10:14,-4,9
10,SV Darmstadt 98,D98,5,2,2,1,6:5,1,8
11,Eintracht Frankfurt,SGE,7,2,2,3,7:8,-1,8
12,Hannover 96,H96,6,2,2,2,6:9,-3,8
13,1. FSV Mainz 05,M05,5,2,1,2,9:9,0,7
14,Bayer Leverkusen,B04,6,2,1,3,5:8,-3,7
15,1899 Hoffenheim,TSG,6,1,2,3,7:10,-3,5
16,VfL Wolfsburg,WOB,6,1,2,3,3:10,-7,5
17,VfB Stuttgart,VFB,6,1,1,4,11:16,-5,4
18,FC Augsburg,FCA,5,0,2,3,6:13,-7,2
