#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,9,2,1,21:7,14,29
2,Borussia Dortmund,BVB,13,8,2,3,25:16,9,26
3,SV Darmstadt 98,D98,12,5,3,4,17:17,0,18
4,1. FSV Mainz 05,M05,12,5,2,5,17:17,0,17
5,Hertha BSC,BSC,12,5,2,5,16:16,0,17
6,Bayer Leverkusen,B04,12,5,2,5,14:16,-2,17
7,Werder Bremen,SVW,13,5,2,6,20:25,-5,17
8,FC Augsburg,FCA,12,4,3,5,15:17,-2,15
9,Hamburger SV,HSV,12,4,3,5,14:18,-4,15
10,FC Schalke 04,S04,11,4,2,5,13:14,-1,14
11,1. FC Köln,KOE,12,3,5,4,14:19,-5,14
12,FC Ingolstadt 04,FCI,12,3,4,5,6:14,-8,13
13,VfB Stuttgart,VFB,12,3,3,6,20:28,-8,12
14,Bor. Mönchengladbach,BMG,11,3,2,6,20:24,-4,11
15,Hannover 96,H96,12,3,2,7,10:20,-10,11
16,VfL Wolfsburg,WOB,12,2,4,6,11:20,-9,10
17,Eintracht Frankfurt,SGE,12,2,3,7,10:19,-9,9
18,1899 Hoffenheim,TSG,12,1,4,7,10:19,-9,7
