#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,7,2,1,16:6,10,23
2,Borussia Dortmund,BVB,11,6,2,3,22:16,6,20
3,SV Darmstadt 98,D98,10,5,2,3,14:12,2,17
4,Hertha BSC,BSC,10,4,2,4,15:14,1,14
5,1. FSV Mainz 05,M05,10,4,2,4,13:13,0,14
6,Bayer Leverkusen,B04,10,4,2,4,11:12,-1,14
7,Hamburger SV,HSV,10,4,2,4,12:15,-3,14
8,Werder Bremen,SVW,11,4,2,5,16:22,-6,14
9,FC Schalke 04,S04,9,4,1,4,12:12,0,13
10,1. FC Köln,KOE,10,3,4,3,13:17,-4,13
11,FC Augsburg,FCA,10,3,3,4,13:15,-2,12
12,FC Ingolstadt 04,FCI,10,3,3,4,5:11,-6,12
13,VfB Stuttgart,VFB,10,3,2,5,19:23,-4,11
14,Bor. Mönchengladbach,BMG,9,3,1,5,16:19,-3,10
15,Eintracht Frankfurt,SGE,10,2,3,5,9:14,-5,9
16,Hannover 96,H96,10,2,2,6,8:18,-10,8
17,1899 Hoffenheim,TSG,10,1,3,6,8:15,-7,6
18,VfL Wolfsburg,WOB,10,1,3,6,6:19,-13,6
