#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Ingolstadt 04,FCI,4,3,1,0,4:1,3,10
2,Bayern München,FCB,3,3,0,0,8:1,7,9
3,FC Schalke 04,S04,4,3,0,1,5:3,2,9
4,Borussia Dortmund,BVB,4,2,1,1,10:8,2,7
5,1. FSV Mainz 05,M05,4,2,0,2,6:6,0,6
6,1. FC Köln,KOE,4,2,0,2,8:9,-1,6
7,Bayer Leverkusen,B04,4,2,0,2,4:6,-2,6
8,Hamburger SV,HSV,5,2,0,3,5:10,-5,6
9,SV Darmstadt 98,D98,3,1,2,0,4:3,1,5
10,VfB Stuttgart,VFB,4,1,1,2,8:8,0,4
11,Werder Bremen,SVW,4,1,1,2,5:5,0,4
12,1899 Hoffenheim,TSG,4,1,1,2,5:6,-1,4
13,Eintracht Frankfurt,SGE,5,1,1,3,5:7,-2,4
14,Hertha BSC,BSC,4,1,1,2,3:6,-3,4
15,Bor. Mönchengladbach,BMG,4,1,0,3,4:8,-4,3
16,FC Augsburg,FCA,4,0,2,2,5:8,-3,2
17,Hannover 96,H96,4,0,2,2,3:8,-5,2
18,VfL Wolfsburg,WOB,4,0,2,2,2:8,-6,2
