#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,12,3,1,27:8,19,39
2,Borussia Dortmund,BVB,16,10,3,3,33:19,14,33
3,Bayer Leverkusen,B04,16,8,3,5,24:21,3,27
4,SV Darmstadt 98,D98,16,6,5,5,21:23,-2,23
5,FC Augsburg,FCA,16,6,4,6,23:24,-1,22
6,1. FC Köln,KOE,15,5,6,4,20:22,-2,21
7,1. FSV Mainz 05,M05,16,5,4,7,20:23,-3,19
8,Hamburger SV,HSV,15,5,3,7,17:22,-5,18
9,FC Schalke 04,S04,15,5,2,8,16:23,-7,17
10,Hertha BSC,BSC,15,5,2,8,17:25,-8,17
11,Werder Bremen,SVW,16,5,2,9,23:35,-12,17
12,VfB Stuttgart,VFB,15,3,5,7,25:34,-9,14
13,FC Ingolstadt 04,FCI,15,3,5,7,8:19,-11,14
14,1899 Hoffenheim,TSG,16,3,4,9,17:28,-11,13
15,Hannover 96,H96,16,3,4,9,15:29,-14,13
16,Bor. Mönchengladbach,BMG,15,3,2,10,22:31,-9,11
17,VfL Wolfsburg,WOB,15,2,4,9,13:27,-14,10
18,Eintracht Frankfurt,SGE,15,2,3,10,10:26,-16,9
